instant,dteday,season,yr,mnth,hr,holiday,weekday,weekend,workingday,weathersit,temp,atemp,hum,windspeed,windspeed_mph,comfindex,casual,registered,cnt
1550,2011-03-09,1,0,3,22,0,3,0,1,3,0.32,0.3182,0.93,0.1642,11.001,0.223,4,17,21.0
1551,2011-03-09,1,0,3,23,0,3,0,1,3,0.34,0.3333,0.93,0.194,12.998,0.231,1,17,18.0
1552,2011-03-10,1,0,3,0,0,4,0,1,3,0.34,0.3182,0.0,0.2537,16.998,0.215,3,0,3.0
1553,2011-03-10,1,0,3,1,0,4,0,1,3,0.34,0.3182,0.0,0.2537,16.998,0.215,0,2,2.0
1554,2011-03-10,1,0,3,2,0,4,0,1,3,0.34,0.3182,0.0,0.2537,16.998,0.215,0,1,1.0
1555,2011-03-10,1,0,3,5,0,4,0,1,3,0.36,0.3485,0.0,0.194,12.998,0.246,1,2,3.0
1556,2011-03-10,1,0,3,6,0,4,0,1,3,0.36,0.3333,0.0,0.3284,22.003,0.214,0,12,12.0
1557,2011-03-10,1,0,3,7,0,4,0,1,3,0.38,0.3939,0.0,0.2239,15.001,0.263,1,36,37.0
1558,2011-03-10,1,0,3,8,0,4,0,1,3,0.38,0.3939,0.0,0.2836,19.001,0.251,1,43,44.0
1559,2011-03-10,1,0,3,9,0,4,0,1,3,0.4,0.4091,0.0,0.2239,15.001,0.278,1,23,24.0
1560,2011-03-10,1,0,3,10,0,4,0,1,3,0.4,0.4091,0.0,0.1642,11.001,0.29,0,17,17.0
1561,2011-03-10,1,0,3,11,0,4,0,1,3,0.4,0.4091,0.0,0.2537,16.998,0.272,6,5,11.0
1562,2011-03-10,1,0,3,12,0,4,0,1,3,0.42,0.4242,0.0,0.2239,15.001,0.292,4,30,34.0
1563,2011-03-10,1,0,3,13,0,4,0,1,3,0.42,0.4242,0.0,0.2239,15.001,0.292,1,11,12.0
1564,2011-03-10,1,0,3,14,0,4,0,1,3,0.44,0.4394,0.0,0.2985,19.999,0.292,0,12,12.0
1565,2011-03-10,1,0,3,15,0,4,0,1,3,0.44,0.4394,0.0,0.2239,15.001,0.307,3,11,14.0
1566,2011-03-10,1,0,3,16,0,4,0,1,3,0.42,0.4242,0.0,0.2537,16.998,0.287,1,20,21.0
1567,2011-03-10,1,0,3,17,0,4,0,1,2,0.44,0.4394,0.0,0.3881,26.003,0.274,2,109,111.0
1568,2011-03-10,1,0,3,18,0,4,0,1,3,0.44,0.4394,0.0,0.3582,23.999,0.28,2,80,82.0
1569,2011-03-10,1,0,3,19,0,4,0,1,3,0.44,0.4394,0.0,0.5821,39.001,0.235,5,51,56.0
1570,2011-03-10,1,0,3,20,0,4,0,1,3,0.36,0.3333,0.0,0.3284,22.003,0.214,9,29,38.0
1571,2011-03-10,1,0,3,21,0,4,0,1,3,0.36,0.3485,0.0,0.2239,15.001,0.24,1,27,28.0
1572,2011-03-10,1,0,3,22,0,4,0,1,2,0.34,0.3333,0.0,0.1343,8.998,0.243,4,30,34.0
1573,2011-03-10,1,0,3,23,0,4,0,1,3,0.34,0.3485,0.0,0.0896,6.003,0.257,1,26,27.0
1574,2011-03-11,1,0,3,0,0,5,0,1,2,0.34,0.3485,1.0,0.0896,6.003,0.257,0,6,6.0
1575,2011-03-11,1,0,3,1,0,5,0,1,3,0.34,0.3485,1.0,0.1045,7.002,0.254,0,8,8.0
1576,2011-03-11,1,0,3,2,0,5,0,1,3,0.34,0.3485,1.0,0.1045,7.002,0.254,2,3,5.0
1577,2011-03-11,1,0,3,3,0,5,0,1,2,0.32,0.3333,0.93,0.0896,6.003,0.242,0,2,2.0
1578,2011-03-11,1,0,3,5,0,5,0,1,1,0.3,0.2879,0.81,0.2239,15.001,0.192,1,6,7.0
1579,2011-03-11,1,0,3,6,0,5,0,1,1,0.26,0.2424,0.81,0.2836,19.001,0.146,1,31,32.0
1580,2011-03-11,1,0,3,7,0,5,0,1,1,0.26,0.2576,0.7,0.194,12.998,0.168,10,104,114.0
1581,2011-03-11,1,0,3,8,0,5,0,1,1,0.28,0.2727,0.7,0.2537,16.998,0.171,15,244,259.0
1582,2011-03-11,1,0,3,9,0,5,0,1,2,0.3,0.2879,0.61,0.2836,19.001,0.18,13,143,156.0
1583,2011-03-11,1,0,3,10,0,5,0,1,2,0.32,0.303,0.57,0.2985,19.999,0.191,18,60,78.0
1584,2011-03-11,1,0,3,11,0,5,0,1,2,0.32,0.303,0.57,0.2985,19.999,0.191,14,67,81.0
1585,2011-03-11,1,0,3,12,0,5,0,1,2,0.34,0.3182,0.53,0.2537,16.998,0.215,15,96,111.0
1586,2011-03-11,1,0,3,13,0,5,0,1,1,0.36,0.3333,0.53,0.2537,16.998,0.229,15,92,107.0
1587,2011-03-11,1,0,3,14,0,5,0,1,2,0.36,0.3333,0.5,0.3582,23.999,0.208,25,64,89.0
1588,2011-03-11,1,0,3,15,0,5,0,1,2,0.34,0.3182,0.53,0.2537,16.998,0.215,21,64,85.0
1589,2011-03-11,1,0,3,16,0,5,0,1,2,0.34,0.303,0.49,0.2985,19.999,0.201,18,95,113.0
1590,2011-03-11,1,0,3,17,0,5,0,1,1,0.34,0.3182,0.49,0.2239,15.001,0.221,23,200,223.0
1591,2011-03-11,1,0,3,18,0,5,0,1,1,0.32,0.303,0.49,0.3284,22.003,0.185,19,134,153.0
1592,2011-03-11,1,0,3,19,0,5,0,1,1,0.3,0.2727,0.56,0.3284,22.003,0.166,7,111,118.0
1593,2011-03-11,1,0,3,20,0,5,0,1,1,0.3,0.303,0.56,0.1642,11.001,0.208,6,70,76.0
1594,2011-03-11,1,0,3,21,0,5,0,1,2,0.3,0.2879,0.52,0.2537,16.998,0.186,10,43,53.0
1595,2011-03-11,1,0,3,22,0,5,0,1,1,0.3,0.303,0.52,0.1642,11.001,0.208,11,53,64.0
1596,2011-03-11,1,0,3,23,0,5,0,1,1,0.3,0.2879,0.52,0.2537,16.998,0.186,3,34,37.0
1597,2011-03-12,1,0,3,0,0,6,1,0,1,0.26,0.2727,0.6,0.1343,8.998,0.185,4,30,34.0
1598,2011-03-12,1,0,3,1,0,6,1,0,1,0.24,0.2273,0.65,0.194,12.998,0.149,3,15,18.0
1599,2011-03-12,1,0,3,2,0,6,1,0,1,0.24,0.2273,0.65,0.194,12.998,0.149,0,14,14.0
1600,2011-03-12,1,0,3,3,0,6,1,0,1,0.24,0.2273,0.65,0.2537,16.998,0.137,1,6,7.0
1601,2011-03-12,1,0,3,4,0,6,1,0,1,0.24,0.2273,0.65,0.2537,16.998,0.137,0,1,1.0
1602,2011-03-12,1,0,3,5,0,6,1,0,1,0.22,0.2273,0.69,0.194,12.998,0.139,0,2,2.0
1603,2011-03-12,1,0,3,6,0,6,1,0,1,0.22,0.2121,0.75,0.2537,16.998,0.123,2,2,4.0
1604,2011-03-12,1,0,3,7,0,6,1,0,1,0.24,0.2273,0.7,0.194,12.998,0.149,4,19,23.0
1605,2011-03-12,1,0,3,8,0,6,1,0,1,0.26,0.2576,0.65,0.1642,11.001,0.174,9,44,53.0
1606,2011-03-12,1,0,3,9,0,6,1,0,1,0.28,0.2879,0.65,0.1045,7.002,0.205,25,76,101.0
1607,2011-03-12,1,0,3,10,0,6,1,0,1,0.32,0.303,0.66,0.2239,15.001,0.206,21,78,99.0
1608,2011-03-12,1,0,3,11,0,6,1,0,1,0.34,0.303,0.49,0.3284,22.003,0.195,36,83,119.0
1609,2011-03-12,1,0,3,12,0,6,1,0,1,0.34,0.3182,0.53,0.2836,19.001,0.209,51,107,158.0
1610,2011-03-12,1,0,3,13,0,6,1,0,1,0.36,0.3333,0.51,0.3582,23.999,0.208,62,95,157.0
1611,2011-03-12,1,0,3,14,0,6,1,0,1,0.4,0.4091,0.5,0.4478,30.003,0.233,70,96,166.0
1612,2011-03-12,1,0,3,15,0,6,1,0,1,0.42,0.4242,0.44,0.4925,32.998,0.239,81,101,182.0
1613,2011-03-12,1,0,3,16,0,6,1,0,1,0.46,0.4545,0.41,0.4478,30.003,0.277,100,144,244.0
1614,2011-03-12,1,0,3,17,0,6,1,0,1,0.46,0.4545,0.44,0.3284,22.003,0.301,99,114,213.0
1615,2011-03-12,1,0,3,18,0,6,1,0,1,0.42,0.4242,0.54,0.1642,11.001,0.304,54,91,145.0
1616,2011-03-12,1,0,3,19,0,6,1,0,1,0.42,0.4242,0.54,0.0896,6.003,0.319,26,86,112.0
1617,2011-03-12,1,0,3,20,0,6,1,0,1,0.4,0.4091,0.58,0.1045,7.002,0.302,22,64,86.0
1618,2011-03-12,1,0,3,21,0,6,1,0,1,0.38,0.3939,0.62,0.0,0.0,0.308,36,46,82.0
1619,2011-03-12,1,0,3,22,0,6,1,0,1,0.36,0.3788,0.71,0.0,0.0,0.294,7,56,63.0
1620,2011-03-12,1,0,3,23,0,6,1,0,1,0.38,0.3939,0.66,0.0896,6.003,0.29,11,38,49.0
1621,2011-03-13,1,0,3,0,0,0,1,0,1,0.38,0.3939,0.62,0.1045,7.002,0.287,3,35,38.0
1622,2011-03-13,1,0,3,1,0,0,1,0,1,0.36,0.3485,0.66,0.1343,8.998,0.258,10,23,33.0
1623,2011-03-13,1,0,3,3,0,0,1,0,1,0.34,0.3333,0.76,0.1343,8.998,0.243,6,17,23.0
1624,2011-03-13,1,0,3,4,0,0,1,0,1,0.34,0.3333,0.66,0.1642,11.001,0.237,4,9,13.0
1625,2011-03-13,1,0,3,5,0,0,1,0,1,0.36,0.3485,0.62,0.1343,8.998,0.258,0,3,3.0
1626,2011-03-13,1,0,3,6,0,0,1,0,1,0.34,0.3636,0.66,0.0,0.0,0.279,0,2,2.0
1627,2011-03-13,1,0,3,7,0,0,1,0,1,0.36,0.3485,0.62,0.194,12.998,0.246,2,8,10.0
1628,2011-03-13,1,0,3,8,0,0,1,0,1,0.4,0.4091,0.5,0.2985,19.999,0.263,11,23,34.0
1629,2011-03-13,1,0,3,9,0,0,1,0,1,0.4,0.4091,0.5,0.4179,27.999,0.239,8,36,44.0
1630,2011-03-13,1,0,3,10,0,0,1,0,1,0.42,0.4242,0.47,0.2537,16.998,0.287,36,86,122.0
1631,2011-03-13,1,0,3,11,0,0,1,0,1,0.44,0.4394,0.41,0.4179,27.999,0.268,88,93,181.0
1632,2011-03-13,1,0,3,12,0,0,1,0,1,0.46,0.4545,0.38,0.3881,26.003,0.289,74,120,194.0
1633,2011-03-13,1,0,3,13,0,0,1,0,1,0.46,0.4545,0.38,0.3881,26.003,0.289,97,124,221.0
1634,2011-03-13,1,0,3,14,0,0,1,0,1,0.46,0.4545,0.41,0.2985,19.999,0.307,144,106,250.0
1635,2011-03-13,1,0,3,15,0,0,1,0,1,0.48,0.4697,0.39,0.3284,22.003,0.315,149,155,304.0
1636,2011-03-13,1,0,3,16,0,0,1,0,1,0.46,0.4545,0.41,0.3881,26.003,0.289,124,132,256.0
1637,2011-03-13,1,0,3,17,0,0,1,0,1,0.44,0.4394,0.41,0.3582,23.999,0.28,98,143,241.0
1638,2011-03-13,1,0,3,18,0,0,1,0,1,0.4,0.4091,0.43,0.3582,23.999,0.251,55,92,147.0
1639,2011-03-13,1,0,3,19,0,0,1,0,1,0.36,0.3333,0.5,0.3582,23.999,0.208,28,73,101.0
1640,2011-03-13,1,0,3,20,0,0,1,0,1,0.32,0.303,0.57,0.2985,19.999,0.191,23,54,77.0
1641,2011-03-13,1,0,3,21,0,0,1,0,1,0.3,0.2879,0.56,0.2537,16.998,0.186,9,49,58.0
1642,2011-03-13,1,0,3,22,0,0,1,0,1,0.3,0.2727,0.56,0.3284,22.003,0.166,8,29,37.0
1643,2011-03-13,1,0,3,23,0,0,1,0,1,0.26,0.2576,0.65,0.2239,15.001,0.163,5,23,28.0
1644,2011-03-14,1,0,3,0,0,1,0,1,1,0.26,0.2727,0.65,0.1045,7.002,0.191,4,7,11.0
1645,2011-03-14,1,0,3,1,0,1,0,1,1,0.26,0.2879,0.65,0.0896,6.003,0.198,0,1,1.0
1646,2011-03-14,1,0,3,2,0,1,0,1,1,0.26,0.2879,0.65,0.0896,6.003,0.198,0,1,1.0
1647,2011-03-14,1,0,3,3,0,1,0,1,1,0.26,0.2727,0.65,0.1343,8.998,0.185,0,3,3.0
1648,2011-03-14,1,0,3,5,0,1,0,1,1,0.24,0.2424,0.7,0.1343,8.998,0.166,0,8,8.0
1649,2011-03-14,1,0,3,6,0,1,0,1,1,0.26,0.2727,0.65,0.1343,8.998,0.185,1,27,28.0
1650,2011-03-14,1,0,3,7,0,1,0,1,2,0.28,0.3182,0.61,0.0,0.0,0.235,4,84,88.0
1651,2011-03-14,1,0,3,8,0,1,0,1,2,0.3,0.303,0.56,0.1343,8.998,0.214,24,217,241.0
1652,2011-03-14,1,0,3,9,0,1,0,1,1,0.32,0.303,0.53,0.3284,22.003,0.185,13,127,140.0
1653,2011-03-14,1,0,3,10,0,1,0,1,1,0.34,0.3182,0.42,0.2537,16.998,0.215,27,57,84.0
1654,2011-03-14,1,0,3,11,0,1,0,1,1,0.36,0.3333,0.4,0.2537,16.998,0.229,26,45,71.0
1655,2011-03-14,1,0,3,12,0,1,0,1,1,0.38,0.3939,0.37,0.0,0.0,0.308,40,54,94.0
1656,2011-03-14,1,0,3,13,0,1,0,1,1,0.38,0.3939,0.36,0.3284,22.003,0.242,24,51,75.0
1657,2011-03-14,1,0,3,14,0,1,0,1,2,0.38,0.3939,0.34,0.0,0.0,0.308,27,52,79.0
1658,2011-03-14,1,0,3,15,0,1,0,1,1,0.38,0.3939,0.37,0.1642,11.001,0.275,24,77,101.0
1659,2011-03-14,1,0,3,16,0,1,0,1,1,0.4,0.4091,0.35,0.1045,7.002,0.302,27,80,107.0
1660,2011-03-14,1,0,3,17,0,1,0,1,1,0.38,0.3939,0.4,0.194,12.998,0.269,42,229,271.0
1661,2011-03-14,1,0,3,18,0,1,0,1,1,0.36,0.3636,0.4,0.1045,7.002,0.268,25,210,235.0
1662,2011-03-14,1,0,3,19,0,1,0,1,1,0.36,0.3485,0.43,0.1343,8.998,0.258,17,133,150.0
1663,2011-03-14,1,0,3,20,0,1,0,1,1,0.34,0.3182,0.46,0.2239,15.001,0.221,23,106,129.0
1664,2011-03-14,1,0,3,21,0,1,0,1,1,0.34,0.3333,0.46,0.1343,8.998,0.243,5,58,63.0
1665,2011-03-14,1,0,3,22,0,1,0,1,1,0.32,0.3333,0.49,0.1045,7.002,0.239,4,43,47.0
1666,2011-03-14,1,0,3,23,0,1,0,1,1,0.32,0.3485,0.53,0.0,0.0,0.265,2,17,19.0
1667,2011-03-15,1,0,3,0,0,2,0,1,1,0.32,0.3485,0.53,0.0,0.0,0.265,7,7,14.0
1668,2011-03-15,1,0,3,1,0,2,0,1,1,0.3,0.303,0.62,0.0896,6.003,0.223,4,6,10.0
1669,2011-03-15,1,0,3,2,0,2,0,1,1,0.3,0.303,0.62,0.0896,6.003,0.223,1,2,3.0
1670,2011-03-15,1,0,3,4,0,2,0,1,1,0.24,0.2576,0.75,0.0896,6.003,0.179,1,1,2.0
1671,2011-03-15,1,0,3,5,0,2,0,1,1,0.24,0.2273,0.75,0.194,12.998,0.149,0,11,11.0
1672,2011-03-15,1,0,3,6,0,2,0,1,1,0.22,0.2273,0.8,0.194,12.998,0.139,3,32,35.0
1673,2011-03-15,1,0,3,7,0,2,0,1,1,0.24,0.2424,0.75,0.1642,11.001,0.16,10,109,119.0
1674,2011-03-15,1,0,3,8,0,2,0,1,1,0.26,0.2879,0.7,0.0896,6.003,0.198,23,259,282.0
1675,2011-03-15,1,0,3,9,0,2,0,1,2,0.3,0.3333,0.7,0.0,0.0,0.25,10,147,157.0
1676,2011-03-15,1,0,3,10,0,2,0,1,2,0.32,0.3182,0.66,0.194,12.998,0.217,22,56,78.0
1677,2011-03-15,1,0,3,11,0,2,0,1,2,0.34,0.3182,0.57,0.2239,15.001,0.221,27,51,78.0
1678,2011-03-15,1,0,3,12,0,2,0,1,2,0.36,0.3485,0.5,0.2239,15.001,0.24,32,70,102.0
1679,2011-03-15,1,0,3,13,0,2,0,1,2,0.36,0.3333,0.57,0.2836,19.001,0.223,23,74,97.0
1680,2011-03-15,1,0,3,14,0,2,0,1,2,0.38,0.3939,0.46,0.2985,19.999,0.248,14,74,88.0
1681,2011-03-15,1,0,3,15,0,2,0,1,2,0.38,0.3939,0.43,0.2836,19.001,0.251,24,66,90.0
1682,2011-03-15,1,0,3,16,0,2,0,1,2,0.38,0.3939,0.46,0.3284,22.003,0.242,21,93,114.0
1683,2011-03-15,1,0,3,17,0,2,0,1,2,0.36,0.3485,0.62,0.194,12.998,0.246,22,195,217.0
1684,2011-03-15,1,0,3,18,0,2,0,1,2,0.36,0.3333,0.62,0.2985,19.999,0.22,18,207,225.0
1685,2011-03-15,1,0,3,19,0,2,0,1,2,0.34,0.3182,0.71,0.2836,19.001,0.209,14,138,152.0
1686,2011-03-15,1,0,3,20,0,2,0,1,2,0.34,0.3182,0.71,0.2836,19.001,0.209,9,79,88.0
1687,2011-03-15,1,0,3,21,0,2,0,1,3,0.32,0.3333,0.81,0.1045,7.002,0.239,2,53,55.0
1688,2011-03-15,1,0,3,22,0,2,0,1,2,0.32,0.3182,0.87,0.1642,11.001,0.223,1,20,21.0
1689,2011-03-15,1,0,3,23,0,2,0,1,2,0.32,0.3182,0.87,0.1642,11.001,0.223,1,17,18.0
1690,2011-03-16,1,0,3,0,0,3,0,1,3,0.3,0.2879,0.93,0.2537,16.998,0.186,0,8,8.0
1691,2011-03-16,1,0,3,1,0,3,0,1,3,0.3,0.2727,1.0,0.2985,19.999,0.172,1,2,3.0
1692,2011-03-16,1,0,3,3,0,3,0,1,2,0.28,0.2727,1.0,0.2239,15.001,0.177,1,2,3.0
1693,2011-03-16,1,0,3,4,0,3,0,1,2,0.3,0.303,0.93,0.1642,11.001,0.208,0,1,1.0
1694,2011-03-16,1,0,3,5,0,3,0,1,2,0.3,0.3182,0.93,0.1045,7.002,0.225,0,3,3.0
1695,2011-03-16,1,0,3,6,0,3,0,1,2,0.3,0.3182,0.93,0.1045,7.002,0.225,1,30,31.0
1696,2011-03-16,1,0,3,7,0,3,0,1,2,0.3,0.2879,0.93,0.194,12.998,0.198,10,101,111.0
1697,2011-03-16,1,0,3,8,0,3,0,1,2,0.32,0.3182,0.93,0.0,0.0,0.255,26,227,253.0
1698,2011-03-16,1,0,3,9,0,3,0,1,2,0.32,0.3333,0.93,0.1343,8.998,0.233,10,144,154.0
1699,2011-03-16,1,0,3,10,0,3,0,1,2,0.36,0.3485,0.81,0.1642,11.001,0.252,19,49,68.0
1700,2011-03-16,1,0,3,11,0,3,0,1,2,0.36,0.3485,0.81,0.1343,8.998,0.258,13,62,75.0
1701,2011-03-16,1,0,3,12,0,3,0,1,2,0.4,0.4091,0.71,0.1045,7.002,0.302,23,65,88.0
1702,2011-03-16,1,0,3,13,0,3,0,1,2,0.4,0.4091,0.76,0.1343,8.998,0.296,18,81,99.0
1703,2011-03-16,1,0,3,14,0,3,0,1,2,0.4,0.4091,0.76,0.2239,15.001,0.278,33,67,100.0
1704,2011-03-16,1,0,3,15,0,3,0,1,2,0.4,0.4091,0.76,0.2537,16.998,0.272,22,79,101.0
1705,2011-03-16,1,0,3,16,0,3,0,1,2,0.4,0.4091,0.76,0.1642,11.001,0.29,30,121,151.0
1706,2011-03-16,1,0,3,17,0,3,0,1,2,0.44,0.4394,0.54,0.2985,19.999,0.292,37,216,253.0
1707,2011-03-16,1,0,3,18,0,3,0,1,2,0.44,0.4394,0.54,0.2239,15.001,0.307,26,211,237.0
1708,2011-03-16,1,0,3,19,0,3,0,1,2,0.44,0.4394,0.51,0.3284,22.003,0.286,18,150,168.0
1709,2011-03-16,1,0,3,20,0,3,0,1,2,0.42,0.4242,0.54,0.2985,19.999,0.278,10,111,121.0
1710,2011-03-16,1,0,3,21,0,3,0,1,2,0.42,0.4242,0.58,0.2836,19.001,0.281,3,75,78.0
1711,2011-03-16,1,0,3,22,0,3,0,1,2,0.4,0.4091,0.62,0.3881,26.003,0.245,11,48,59.0
1712,2011-03-16,1,0,3,23,0,3,0,1,1,0.4,0.4091,0.65,0.194,12.998,0.284,9,18,27.0
1713,2011-03-17,1,0,3,0,0,4,0,1,1,0.38,0.3939,0.66,0.2537,16.998,0.257,4,19,23.0
1714,2011-03-17,1,0,3,1,0,4,0,1,1,0.36,0.3485,0.71,0.2239,15.001,0.24,1,11,12.0
1715,2011-03-17,1,0,3,2,0,4,0,1,1,0.34,0.303,0.71,0.2985,19.999,0.201,3,5,8.0
1716,2011-03-17,1,0,3,3,0,4,0,1,1,0.34,0.3333,0.66,0.1642,11.001,0.237,1,1,2.0
1717,2011-03-17,1,0,3,4,0,4,0,1,1,0.34,0.3333,0.71,0.194,12.998,0.231,0,3,3.0
1718,2011-03-17,1,0,3,5,0,4,0,1,1,0.32,0.3333,0.76,0.1045,7.002,0.239,0,13,13.0
1719,2011-03-17,1,0,3,6,0,4,0,1,1,0.32,0.3182,0.76,0.194,12.998,0.217,4,47,51.0
1720,2011-03-17,1,0,3,7,0,4,0,1,1,0.32,0.3333,0.76,0.1343,8.998,0.233,12,128,140.0
1721,2011-03-17,1,0,3,8,0,4,0,1,1,0.36,0.3485,0.66,0.1343,8.998,0.258,17,282,299.0
1722,2011-03-17,1,0,3,9,0,4,0,1,1,0.4,0.4091,0.62,0.2537,16.998,0.272,23,162,185.0
1723,2011-03-17,1,0,3,10,0,4,0,1,1,0.44,0.4394,0.54,0.3284,22.003,0.286,9,69,78.0
1724,2011-03-17,1,0,3,11,0,4,0,1,1,0.44,0.4394,0.54,0.2836,19.001,0.295,20,66,86.0
1725,2011-03-17,1,0,3,12,0,4,0,1,1,0.5,0.4848,0.45,0.2239,15.001,0.351,24,81,105.0
1726,2011-03-17,1,0,3,13,0,4,0,1,2,0.52,0.5,0.42,0.0896,6.003,0.392,26,85,111.0
1727,2011-03-17,1,0,3,14,0,4,0,1,1,0.5,0.4848,0.45,0.1045,7.002,0.375,32,87,119.0
1728,2011-03-17,1,0,3,15,0,4,0,1,1,0.52,0.5,0.42,0.2537,16.998,0.359,30,95,125.0
1729,2011-03-17,1,0,3,16,0,4,0,1,1,0.5,0.4848,0.48,0.2836,19.001,0.339,34,108,142.0
1730,2011-03-17,1,0,3,17,0,4,0,1,1,0.5,0.4848,0.42,0.194,12.998,0.357,48,265,313.0
1731,2011-03-17,1,0,3,18,0,4,0,1,2,0.46,0.4545,0.59,0.1642,11.001,0.334,50,260,310.0
1732,2011-03-17,1,0,3,19,0,4,0,1,1,0.44,0.4394,0.58,0.194,12.998,0.313,18,189,207.0
1733,2011-03-17,1,0,3,20,0,4,0,1,1,0.42,0.4242,0.67,0.2239,15.001,0.292,25,112,137.0
1734,2011-03-17,1,0,3,21,0,4,0,1,1,0.42,0.4242,0.62,0.2239,15.001,0.292,19,119,138.0
1735,2011-03-17,1,0,3,22,0,4,0,1,1,0.4,0.4091,0.66,0.2239,15.001,0.278,17,70,87.0
1736,2011-03-17,1,0,3,23,0,4,0,1,1,0.42,0.4242,0.62,0.2836,19.001,0.281,7,43,50.0
1737,2011-03-18,1,0,3,0,0,5,0,1,1,0.42,0.4242,0.58,0.2836,19.001,0.281,5,24,29.0
1738,2011-03-18,1,0,3,1,0,5,0,1,1,0.4,0.4091,0.62,0.2537,16.998,0.272,4,12,16.0
1739,2011-03-18,1,0,3,2,0,5,0,1,1,0.4,0.4091,0.62,0.194,12.998,0.284,5,9,14.0
1740,2011-03-18,1,0,3,3,0,5,0,1,1,0.36,0.3485,0.71,0.194,12.998,0.246,1,4,5.0
1741,2011-03-18,1,0,3,5,0,5,0,1,1,0.38,0.3939,0.66,0.1642,11.001,0.275,2,8,10.0
1742,2011-03-18,1,0,3,6,0,5,0,1,1,0.4,0.4091,0.66,0.194,12.998,0.284,1,35,36.0
1743,2011-03-18,1,0,3,7,0,5,0,1,1,0.4,0.4091,0.66,0.194,12.998,0.284,11,112,123.0
1744,2011-03-18,1,0,3,8,0,5,0,1,1,0.42,0.4242,0.67,0.2537,16.998,0.287,24,256,280.0
1745,2011-03-18,1,0,3,9,0,5,0,1,1,0.46,0.4545,0.63,0.2239,15.001,0.322,18,192,210.0
1746,2011-03-18,1,0,3,10,0,5,0,1,1,0.52,0.5,0.53,0.2836,19.001,0.353,43,74,117.0
1747,2011-03-18,1,0,3,11,0,5,0,1,1,0.54,0.5152,0.52,0.2836,19.001,0.368,55,104,159.0
1748,2011-03-18,1,0,3,12,0,5,0,1,2,0.56,0.5303,0.49,0.3582,23.999,0.367,72,123,195.0
1749,2011-03-18,1,0,3,13,0,5,0,1,1,0.64,0.6212,0.41,0.2836,19.001,0.45,57,118,175.0
1750,2011-03-18,1,0,3,14,0,5,0,1,1,0.66,0.6212,0.39,0.2537,16.998,0.466,71,103,174.0
1751,2011-03-18,1,0,3,15,0,5,0,1,2,0.68,0.6364,0.39,0.3582,23.999,0.459,62,111,173.0
1752,2011-03-18,1,0,3,16,0,5,0,1,1,0.68,0.6364,0.39,0.2836,19.001,0.474,67,137,204.0
1753,2011-03-18,1,0,3,17,0,5,0,1,1,0.7,0.6364,0.37,0.3284,22.003,0.475,95,237,332.0
1754,2011-03-18,1,0,3,18,0,5,0,1,1,0.68,0.6364,0.39,0.1642,11.001,0.498,84,247,331.0
1755,2011-03-18,1,0,3,19,0,5,0,1,1,0.66,0.6212,0.44,0.1343,8.998,0.49,58,132,190.0
1756,2011-03-18,1,0,3,20,0,5,0,1,1,0.62,0.6212,0.46,0.1343,8.998,0.47,46,103,149.0
1757,2011-03-18,1,0,3,21,0,5,0,1,1,0.62,0.6212,0.46,0.1045,7.002,0.475,22,91,113.0
1758,2011-03-18,1,0,3,22,0,5,0,1,1,0.62,0.6212,0.5,0.1642,11.001,0.464,55,63,118.0
1759,2011-03-18,1,0,3,23,0,5,0,1,2,0.6,0.6212,0.53,0.2239,15.001,0.442,26,60,86.0
1760,2011-03-19,1,0,3,0,0,6,1,0,2,0.6,0.6212,0.53,0.2537,16.998,0.436,26,50,76.0
1761,2011-03-19,1,0,3,1,0,6,1,0,2,0.58,0.5455,0.46,0.3582,23.999,0.382,16,35,51.0
1762,2011-03-19,1,0,3,2,0,6,1,0,2,0.56,0.5303,0.43,0.2239,15.001,0.394,5,20,25.0
1763,2011-03-19,1,0,3,3,0,6,1,0,2,0.54,0.5152,0.39,0.3284,22.003,0.359,1,7,8.0
1764,2011-03-19,1,0,3,4,0,6,1,0,1,0.52,0.5,0.34,0.4179,27.999,0.326,1,2,3.0
1765,2011-03-19,1,0,3,5,0,6,1,0,1,0.52,0.5,0.34,-1.0,27.999,0.326,0,2,2.0
1766,2011-03-19,1,0,3,6,0,6,1,0,1,0.44,0.4394,0.44,0.4179,27.999,0.268,0,10,10.0
1767,2011-03-19,1,0,3,7,0,6,1,0,1,0.4,0.4091,0.5,0.3284,22.003,0.257,4,9,13.0
1768,2011-03-19,1,0,3,8,0,6,1,0,1,0.42,0.4242,0.47,0.4925,32.998,0.239,11,37,48.0
1769,2011-03-19,1,0,3,9,0,6,1,0,1,0.42,0.4242,0.44,0.4627,31.001,0.245,35,41,76.0
1770,2011-03-19,1,0,3,10,0,6,1,0,1,0.44,0.4394,0.38,0.4179,27.999,0.268,55,85,140.0
1771,2011-03-19,1,0,3,11,0,6,1,0,1,0.46,0.4545,0.36,0.4478,30.003,0.277,90,106,196.0
1772,2011-03-19,1,0,3,12,0,6,1,0,1,0.46,0.4545,0.33,0.4179,27.999,0.283,126,141,267.0
1773,2011-03-19,1,0,3,13,0,6,1,0,1,0.5,0.4848,0.34,0.4627,31.001,0.303,174,127,301.0
1774,2011-03-19,1,0,3,14,0,6,1,0,1,0.5,0.4848,0.31,0.4925,32.998,0.297,168,144,312.0
